,0
0,25
1,13
2,22
3,2
4,18
5,17
6,11
7,13
8,13
9,20
10,19
11,9
12,11
13,14
14,4
15,5
16,6
17,3
18,2
19,12
20,4
21,0
22,9
23,17
24,9
25,25
26,22
27,20
28,23
29,24
30,1
31,23
32,19
33,14
34,20
35,24
36,6
37,25
38,15
39,17
40,16
41,20
42,13
43,15
44,13
45,21
46,12
47,14
48,24
49,0
50,7
51,3
52,21
53,20
54,15
55,14
56,23
57,9
58,1
59,14
60,13
61,2
62,11
63,10
64,0
65,0
66,16
67,20
68,24
69,21
70,24
71,0
72,21
73,8
74,21
75,18
76,15
77,4
78,2
79,19
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,accuracy,macro avg,weighted avg
precision,0.6,0.0,0.75,0.5,0.3333333333333333,1.0,0.5,1.0,1.0,0.75,0.0,1.0,0.0,0.5,0.6,0.5,0.5,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4,0.0,0.3333333333333333,0.4,0.0,0.5,0.5064102564102564,0.5283333333333334
recall,0.75,0.0,0.75,0.3333333333333333,0.5,0.5,0.25,0.3333333333333333,0.3333333333333333,0.75,0.0,0.75,0.0,0.75,1.0,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,0.0,0.5,0.6666666666666666,0.0,0.5,0.4807692307692307,0.5
f1-score,0.6666666666666665,0.0,0.75,0.4,0.4,0.6666666666666666,0.3333333333333333,0.5,0.5,0.75,0.0,0.8571428571428571,0.0,0.6,0.7499999999999999,0.5714285714285715,0.4,0.5714285714285715,0.8,0.4,0.6666666666666666,0.5,0.0,0.4,0.5,0.0,0.5,0.46089743589743587,0.4826488095238095
support,4.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0.5,80.0,80.0
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
